Donor_ID,Donation_Count,Total_Quantity_KG,Average_Quantity_KG,Donor_Name,Donor_Type,City
DNR502101,3,82.86,27.62,Donor 2102,Household,Kolkata
DNR510608,3,33.67,11.22,Donor 10609,Household,Delhi NCR
DNR510605,3,134.1,44.7,Donor 10606,Household,Bengaluru
DNR502130,3,109.81,36.6,Donor 2131,Household,Remote
DNR504916,3,101.68,33.89,Donor 4917,Household,Remote
DNR504914,3,125.92,41.97,Donor 4915,Cafeteria,Delhi NCR
DNR504949,3,67.39,22.46,Donor 4950,Grocery Store,Mumbai
DNR504948,3,56.33,18.78,Donor 4949,Hotel,Chennai
DNR504946,3,134.26,44.75,Donor 4947,Hotel,Jaipur
DNR504940,3,51.08,17.03,Donor 4941,Hotel,Ahmedabad
DNR502081,3,57.31,19.1,Donor 2082,Grocery Store,Kolkata
DNR502077,3,70.28,23.43,Donor 2078,Cafeteria,Jaipur
DNR502112,3,55.46,18.49,Donor 2113,Restaurant,Mumbai
DNR508841,3,59.07,19.69,Donor 8842,Household,Jaipur
DNR508839,3,52.46,17.49,Donor 8840,Household,Remote
DNR502145,3,114.46,38.15,Donor 2146,Household,Kolkata
DNR504903,3,81.51,27.17,Donor 4904,Event,Pune
DNR508867,3,86.96,28.99,Donor 8868,Household,Chennai
DNR506315,3,58.26,19.42,Donor 6316,Event,Ahmedabad
DNR506311,3,88.66,29.55,Donor 6312,Household,Mumbai
DNR506307,3,71.25,23.75,Donor 6308,Event,Delhi NCR
DNR506342,3,36.25,12.08,Donor 6343,Restaurant,Chennai
DNR506330,3,59.52,19.84,Donor 6331,Cafeteria,Pune
DNR511439,3,65.74,21.91,Donor 11440,Event,Kolkata
DNR511438,3,63.58,21.19,Donor 11439,Restaurant,Ahmedabad
DNR511436,3,76.09,25.36,Donor 11437,Event,Ahmedabad
DNR511435,3,74.7,24.9,Donor 11436,Grocery Store,Kolkata
DNR500876,3,112.39,37.46,Donor 877,Restaurant,Remote
DNR500873,3,79.91,26.64,Donor 874,Cafeteria,Pune
DNR508866,3,137.62,45.87,Donor 8867,Cafeteria,Ahmedabad
DNR508865,3,98.79,32.93,Donor 8866,Restaurant,Pune
DNR507960,3,61.44,20.48,Donor 7961,Event,Bengaluru
DNR506358,3,51.01,17.0,Donor 6359,Household,Pune
DNR506357,3,95.04,31.68,Donor 6358,Hotel,Chennai
DNR500827,3,82.13,27.38,Donor 828,Restaurant,Bengaluru
DNR500823,3,114.74,38.25,Donor 824,Cafeteria,Ahmedabad
DNR500817,3,67.39,22.46,Donor 818,Grocery Store,Remote
DNR500858,3,109.6,36.53,Donor 859,Household,Hyderabad
DNR500855,3,95.61,31.87,Donor 856,Household,Chennai
DNR504887,3,122.12,40.71,Donor 4888,Grocery Store,Kolkata
DNR502124,3,60.96,20.32,Donor 2125,Household,Bengaluru
DNR502121,3,99.02,33.01,Donor 2122,Bakery,Remote
DNR502119,3,102.81,34.27,Donor 2120,Restaurant,Jaipur
DNR502116,3,83.37,27.79,Donor 2117,Cafeteria,Ahmedabad
DNR510596,3,44.67,14.89,Donor 10597,Household,Mumbai
DNR510591,3,33.87,11.29,Donor 10592,Restaurant,Hyderabad
DNR502152,3,72.72,24.24,Donor 2153,Restaurant,Jaipur
DNR500797,3,132.12,44.04,Donor 798,Cafeteria,Mumbai
DNR511469,3,68.18,22.73,Donor 11470,Grocery Store,Bengaluru
DNR511466,3,67.84,22.61,Donor 11467,Restaurant,Kolkata
DNR511462,3,78.42,26.14,Donor 11463,Grocery Store,Remote
DNR511459,3,98.43,32.81,Donor 11460,Grocery Store,Kolkata
DNR511458,3,63.26,21.09,Donor 11459,Cafeteria,Ahmedabad
DNR506375,3,84.74,28.25,Donor 6376,Bakery,Mumbai
DNR504868,3,89.89,29.96,Donor 4869,Household,Bengaluru
DNR504854,3,61.48,20.49,Donor 4855,Restaurant,Bengaluru
DNR508885,3,98.27,32.76,Donor 8886,Cafeteria,Bengaluru
DNR502136,3,53.46,17.82,Donor 2137,Event,Pune
DNR510579,3,98.95,32.98,Donor 10580,Household,Remote
DNR510573,3,86.12,28.71,Donor 10574,Household,Mumbai
DNR507971,3,84.06,28.02,Donor 7972,Grocery Store,Mumbai
DNR507967,3,63.69,21.23,Donor 7968,Cafeteria,Chennai
DNR507962,3,111.59,37.2,Donor 7963,Hotel,Kolkata
DNR504827,3,88.17,29.39,Donor 4828,Restaurant,Kolkata
DNR502184,3,70.73,23.58,Donor 2185,Household,Remote
DNR510526,3,75.45,25.15,Donor 10527,Cafeteria,Pune
DNR510524,3,66.93,22.31,Donor 10525,Restaurant,Ahmedabad
DNR510518,3,55.38,18.46,Donor 10519,Household,Jaipur
DNR508898,3,122.14,40.71,Donor 8899,Restaurant,Ahmedabad
DNR508896,3,90.14,30.05,Donor 8897,Household,Ahmedabad
DNR508893,3,64.38,21.46,Donor 8894,Cafeteria,Kolkata
DNR510558,3,47.27,15.76,Donor 10559,Bakery,Hyderabad
DNR510546,3,72.06,24.02,Donor 10547,Cafeteria,Jaipur
DNR510539,3,61.44,20.48,Donor 10540,Cafeteria,Mumbai
DNR504849,3,89.27,29.76,Donor 4850,Grocery Store,Ahmedabad
DNR504846,3,105.33,35.11,Donor 4847,Restaurant,Delhi NCR
DNR504842,3,78.54,26.18,Donor 4843,Cafeteria,Mumbai
DNR506351,3,77.06,25.69,Donor 6352,Grocery Store,Delhi NCR
DNR507948,3,46.25,15.42,Donor 7949,Cafeteria,Chennai
DNR502235,3,36.45,12.15,Donor 2236,Hotel,Mumbai
DNR502232,3,76.61,25.54,Donor 2233,Restaurant,Remote
DNR504800,3,107.01,35.67,Donor 4801,Household,Jaipur
DNR506373,3,96.86,32.29,Donor 6374,Grocery Store,Ahmedabad
DNR506369,3,101.28,33.76,Donor 6370,Restaurant,Pune
DNR506394,3,70.94,23.65,Donor 6395,Bakery,Kolkata
DNR511483,3,90.08,30.03,Donor 11484,Household,Kolkata
DNR511481,3,99.53,33.18,Donor 11482,Cafeteria,Bengaluru
DNR506387,3,47.61,15.87,Donor 6388,Bakery,Ahmedabad
DNR507934,3,81.97,27.32,Donor 7935,Hotel,Hyderabad
DNR507933,3,83.6,27.87,Donor 7934,Restaurant,Pune
DNR508913,3,49.92,16.64,Donor 8914,Household,Mumbai
DNR508912,3,78.04,26.01,Donor 8913,Hotel,Pune
DNR508911,3,45.78,15.26,Donor 8912,Restaurant,Mumbai
DNR504830,3,115.22,38.41,Donor 4831,Restaurant,Bengaluru
DNR504828,3,85.81,28.6,Donor 4829,Restaurant,Remote
DNR507922,3,105.46,35.15,Donor 7923,Cafeteria,Chennai
DNR506420,3,80.52,26.84,Donor 6421,Restaurant,Remote
DNR506412,3,113.72,37.91,Donor 6413,Restaurant,Kolkata
DNR506403,3,112.77,37.59,Donor 6404,Cafeteria,Bengaluru
DNR506433,3,72.53,24.18,Donor 6434,Restaurant,Chennai
DNR500766,3,69.89,23.3,Donor 767,Restaurant,Hyderabad
DNR500761,3,74.09,24.7,Donor 762,Household,Mumbai
DNR511518,3,87.94,29.31,Donor 11519,Cafeteria,Ahmedabad
DNR511502,3,61.9,20.63,Donor 11503,Restaurant,Delhi NCR
DNR511495,3,62.98,20.99,Donor 11496,Household,Ahmedabad
DNR500788,3,56.74,18.91,Donor 789,Household,Mumbai
DNR506426,3,98.7,32.9,Donor 6427,Hotel,Mumbai
DNR508933,3,79.47,26.49,Donor 8934,Restaurant,Jaipur
DNR508927,3,54.01,18.0,Donor 8928,Bakery,Pune
DNR502206,3,115.98,38.66,Donor 2207,Cafeteria,Remote
DNR502203,3,86.95,28.98,Donor 2204,Cafeteria,Ahmedabad
DNR508976,3,84.58,28.19,Donor 8977,Restaurant,Delhi NCR
DNR508975,3,55.25,18.42,Donor 8976,Restaurant,Jaipur
DNR508971,3,110.46,36.82,Donor 8972,Restaurant,Delhi NCR
DNR504753,3,71.09,23.7,Donor 4754,Household,Kolkata
DNR504750,3,152.9,50.97,Donor 4751,Hotel,Mumbai
DNR504747,3,30.58,10.19,Donor 4748,Bakery,Delhi NCR
DNR508965,3,89.36,29.79,Donor 8966,Cafeteria,Hyderabad
DNR508954,3,73.52,24.51,Donor 8955,Cafeteria,Mumbai
DNR504769,3,43.35,14.45,Donor 4770,Event,Hyderabad
DNR502228,3,60.06,20.02,Donor 2229,Restaurant,Delhi NCR
DNR502223,3,74.08,24.69,Donor 2224,Household,Mumbai
DNR502215,3,62.6,20.87,Donor 2216,Restaurant,Mumbai
DNR510500,3,102.77,34.26,Donor 10501,Event,Bengaluru
DNR504759,3,57.71,19.24,Donor 4760,Household,Kolkata
DNR508942,3,43.26,14.42,Donor 8943,Household,Jaipur
DNR507932,3,70.19,23.4,Donor 7933,Restaurant,Bengaluru
DNR507913,3,79.23,26.41,Donor 7914,Restaurant,Ahmedabad
DNR507912,3,48.76,16.25,Donor 7913,Household,Chennai
DNR500755,3,67.87,22.62,Donor 756,Household,Jaipur
DNR500740,3,103.49,34.5,Donor 741,Restaurant,Chennai
DNR500738,3,80.67,26.89,Donor 739,Hotel,Delhi NCR
DNR506455,3,58.22,19.41,Donor 6456,Restaurant,Chennai
DNR506454,3,64.3,21.43,Donor 6455,Restaurant,Ahmedabad
DNR506447,3,76.76,25.59,Donor 6448,Restaurant,Delhi NCR
DNR506443,3,112.54,37.51,Donor 6444,Cafeteria,Jaipur
DNR510498,3,60.36,20.12,Donor 10499,Restaurant,Bengaluru
DNR510496,3,94.34,31.45,Donor 10497,Restaurant,Bengaluru
DNR510488,3,49.95,16.65,Donor 10489,Restaurant,Remote
DNR510484,3,80.72,26.91,Donor 10485,Restaurant,Remote
DNR508981,3,67.39,22.46,Donor 8982,Hotel,Delhi NCR
DNR508979,3,94.88,31.63,Donor 8980,Hotel,Pune
DNR508978,3,51.07,17.02,Donor 8979,Grocery Store,Hyderabad
DNR510462,3,55.41,18.47,Donor 10463,Event,Mumbai
DNR508998,3,50.08,16.69,Donor 8999,Grocery Store,Delhi NCR
DNR508994,3,32.64,10.88,Donor 8995,Household,Pune
DNR508993,3,61.1,20.37,Donor 8994,Restaurant,Bengaluru
DNR508986,3,58.31,19.44,Donor 8987,Event,Ahmedabad
DNR508983,3,113.13,37.71,Donor 8984,Event,Chennai
DNR504704,3,72.57,24.19,Donor 4705,Restaurant,Remote
DNR504696,3,65.37,21.79,Donor 4697,Hotel,Pune
DNR504724,3,109.97,36.66,Donor 4725,Hotel,Pune
DNR508982,3,57.02,19.01,Donor 8983,Household,Ahmedabad
DNR510481,3,105.86,35.29,Donor 10482,Grocery Store,Pune
DNR502273,3,55.21,18.4,Donor 2274,Restaurant,Remote
DNR502293,3,59.97,19.99,Donor 2294,Restaurant,Ahmedabad
DNR502285,3,43.08,14.36,Donor 2286,Household,Hyderabad
DNR502241,3,121.48,40.49,Donor 2242,Restaurant,Jaipur
DNR507919,3,54.68,18.23,Donor 7920,Household,Hyderabad
DNR504658,3,89.27,29.76,Donor 4659,Household,Chennai
DNR506473,3,63.28,21.09,Donor 6474,Grocery Store,Hyderabad
DNR500724,3,75.83,25.28,Donor 725,Event,Remote
DNR500718,3,104.61,34.87,Donor 719,Restaurant,Chennai
DNR511541,3,98.72,32.91,Donor 11542,Cafeteria,Delhi NCR
DNR511540,3,59.28,19.76,Donor 11541,Cafeteria,Delhi NCR
DNR511537,3,88.1,29.37,Donor 11538,Household,Jaipur
DNR511527,3,76.11,25.37,Donor 11528,Restaurant,Chennai
DNR511522,3,105.13,35.04,Donor 11523,Cafeteria,Hyderabad
DNR506461,3,91.03,30.34,Donor 6462,Event,Delhi NCR
DNR507898,3,91.48,30.49,Donor 7899,Bakery,Kolkata
DNR506498,3,65.94,21.98,Donor 6499,Restaurant,Kolkata
DNR504691,3,63.83,21.28,Donor 4692,Event,Bengaluru
DNR504683,3,97.57,32.52,Donor 4684,Cafeteria,Hyderabad
DNR504681,3,113.49,37.83,Donor 4682,Cafeteria,Ahmedabad
DNR510471,3,59.98,19.99,Donor 10472,Hotel,Pune
DNR502316,3,109.04,36.35,Donor 2317,Cafeteria,Kolkata
DNR502314,3,29.59,9.86,Donor 2315,Restaurant,Delhi NCR
DNR502313,3,80.06,26.69,Donor 2314,Restaurant,Remote
DNR502341,3,134.49,44.83,Donor 2342,Event,Chennai
DNR502340,3,108.06,36.02,Donor 2341,Restaurant,Remote
DNR504636,3,86.05,28.68,Donor 4637,Hotel,Pune
DNR504648,3,83.55,27.85,Donor 4649,Hotel,Remote
DNR509010,3,40.66,13.55,Donor 9011,Restaurant,Kolkata
DNR504673,3,52.89,17.63,Donor 4674,Cafeteria,Pune
DNR502299,3,81.68,27.23,Donor 2300,Cafeteria,Ahmedabad
DNR510459,3,117.69,39.23,Donor 10460,Event,Kolkata
DNR510454,3,84.71,28.24,Donor 10455,Event,Hyderabad
DNR510449,3,74.35,24.78,Donor 10450,Hotel,Remote
DNR510444,3,116.51,38.84,Donor 10445,Restaurant,Chennai
DNR504663,3,73.55,24.52,Donor 4664,Household,Chennai
DNR504660,3,59.81,19.94,Donor 4661,Bakery,Kolkata
DNR504605,3,42.84,14.28,Donor 4606,Event,Mumbai
DNR509030,3,81.92,27.31,Donor 9031,Cafeteria,Bengaluru
DNR509028,3,74.9,24.97,Donor 9029,Grocery Store,Pune
DNR500702,3,157.21,52.4,Donor 703,Restaurant,Delhi NCR
DNR511557,3,71.43,23.81,Donor 11558,Restaurant,Hyderabad
DNR511555,3,93.8,31.27,Donor 11556,Event,Ahmedabad
DNR511554,3,58.19,19.4,Donor 11555,Cafeteria,Chennai
DNR511546,3,62.41,20.8,Donor 11547,Household,Hyderabad
DNR511545,3,92.68,30.89,Donor 11546,Household,Ahmedabad
DNR511543,3,77.18,25.73,Donor 11544,Household,Delhi NCR
DNR506493,3,70.54,23.51,Donor 6494,Event,Ahmedabad
DNR506487,3,68.1,22.7,Donor 6488,Event,Mumbai
DNR509025,3,78.84,26.28,Donor 9026,Household,Jaipur
DNR502327,3,66.41,22.14,Donor 2328,Event,Ahmedabad
DNR502318,3,100.64,33.55,Donor 2319,Restaurant,Pune
DNR502317,3,85.9,28.63,Donor 2318,Cafeteria,Kolkata
DNR504616,3,52.98,17.66,Donor 4617,Cafeteria,Jaipur
DNR504614,3,91.89,30.63,Donor 4615,Hotel,Ahmedabad
DNR507861,3,119.58,39.86,Donor 7862,Household,Jaipur
DNR511563,3,74.16,24.72,Donor 11564,Cafeteria,Jaipur
DNR500694,3,93.59,31.2,Donor 695,Event,Pune
DNR500687,3,94.51,31.5,Donor 688,Restaurant,Remote
DNR500685,3,69.52,23.17,Donor 686,Grocery Store,Kolkata
DNR500703,3,50.91,16.97,Donor 704,Restaurant,Remote
DNR502339,3,81.33,27.11,Donor 2340,Restaurant,Chennai
DNR502338,3,61.11,20.37,Donor 2339,Bakery,Ahmedabad
DNR502333,3,127.38,42.46,Donor 2334,Restaurant,Pune
DNR510441,3,37.48,12.49,Donor 10442,Household,Delhi NCR
DNR510439,3,104.75,34.92,Donor 10440,Bakery,Pune
DNR510424,3,77.35,25.78,Donor 10425,Event,Hyderabad
DNR510420,3,74.08,24.69,Donor 10421,Hotel,Ahmedabad
DNR504612,3,39.75,13.25,Donor 4613,Grocery Store,Chennai
DNR504593,3,84.86,28.29,Donor 4594,Restaurant,Remote
DNR502372,3,131.24,43.75,Donor 2373,Restaurant,Remote
DNR510415,3,63.68,21.23,Donor 10416,Grocery Store,Pune
DNR510412,3,109.69,36.56,Donor 10413,Bakery,Jaipur
DNR510411,3,93.95,31.32,Donor 10412,Cafeteria,Remote
DNR510402,3,155.66,51.89,Donor 10403,Cafeteria,Kolkata
DNR502413,3,37.85,12.62,Donor 2414,Hotel,Jaipur
DNR502364,3,57.8,19.27,Donor 2365,Bakery,Hyderabad
DNR502363,3,56.32,18.77,Donor 2364,Restaurant,Remote
DNR502355,3,114.17,38.06,Donor 2356,Grocery Store,Chennai
DNR502388,3,74.53,24.84,Donor 2389,Hotel,Kolkata
DNR502382,3,68.18,22.73,Donor 2383,Cafeteria,Hyderabad
DNR504589,3,72.14,24.05,Donor 4590,Cafeteria,Pune
DNR504582,3,58.32,19.44,Donor 4583,Hotel,Chennai
DNR509056,3,59.23,19.74,Donor 9057,Hotel,Jaipur
DNR509049,3,65.02,21.67,Donor 9050,Event,Bengaluru
DNR500637,3,36.39,12.13,Donor 638,Cafeteria,Remote
DNR500665,3,80.15,26.72,Donor 666,Restaurant,Remote
DNR506512,3,55.79,18.6,Donor 6513,Restaurant,Bengaluru
DNR506508,3,106.86,35.62,Donor 6509,Grocery Store,Kolkata
DNR506505,3,35.57,11.86,Donor 6506,Grocery Store,Mumbai
DNR506501,3,85.45,28.48,Donor 6502,Bakery,Mumbai
DNR506533,3,107.55,35.85,Donor 6534,Hotel,Mumbai
DNR506530,3,80.4,26.8,Donor 6531,Restaurant,Chennai
DNR506526,3,54.24,18.08,Donor 6527,Hotel,Hyderabad
DNR500660,3,63.38,21.13,Donor 661,Cafeteria,Bengaluru
DNR511577,3,79.94,26.65,Donor 11578,Household,Remote
DNR511568,3,114.0,38.0,Donor 11569,Grocery Store,Hyderabad
DNR506522,3,98.11,32.7,Donor 6523,Household,Ahmedabad
DNR506520,3,131.63,43.88,Donor 6521,Cafeteria,Pune
DNR504566,3,93.07,31.02,Donor 4567,Grocery Store,Jaipur
DNR504598,3,47.06,15.69,Donor 4599,Cafeteria,Chennai
DNR507820,3,45.34,15.11,Donor 7821,Restaurant,Delhi NCR
DNR506571,3,90.82,30.27,Donor 6572,Restaurant,Delhi NCR
DNR511594,3,93.39,31.13,Donor 11595,Household,Hyderabad
DNR511588,3,74.92,24.97,Donor 11589,Grocery Store,Ahmedabad
DNR511584,3,94.86,31.62,Donor 11585,Restaurant,Kolkata
DNR506567,3,81.62,27.21,Donor 6568,Restaurant,Ahmedabad
DNR506557,3,38.59,12.86,Donor 6558,Household,Kolkata
DNR502403,3,74.89,24.96,Donor 2404,Household,Hyderabad
DNR510392,3,62.71,20.9,Donor 10393,Restaurant,Kolkata
DNR510380,3,77.48,25.83,Donor 10381,Cafeteria,Pune
DNR504552,3,69.7,23.23,Donor 4553,Hotel,Chennai
DNR509066,3,77.47,25.82,Donor 9067,Hotel,Jaipur
DNR509064,3,74.96,24.99,Donor 9065,Household,Remote
DNR507840,3,63.21,21.07,Donor 7841,Household,Pune
DNR506550,3,80.42,26.81,Donor 6551,Cafeteria,Hyderabad
DNR500652,3,68.3,22.77,Donor 653,Household,Hyderabad
DNR506591,3,83.73,27.91,Donor 6592,Event,Kolkata
DNR506614,3,85.97,28.66,Donor 6615,Restaurant,Chennai
DNR500629,3,48.88,16.29,Donor 630,Event,Chennai
DNR500628,3,51.91,17.3,Donor 629,Grocery Store,Kolkata
DNR500626,3,55.89,18.63,Donor 627,Bakery,Ahmedabad
DNR506598,3,70.63,23.54,Donor 6599,Household,Remote
DNR507792,3,64.76,21.59,Donor 7793,Hotel,Bengaluru
DNR502424,3,78.53,26.18,Donor 2425,Household,Ahmedabad
DNR502423,3,54.29,18.1,Donor 2424,Hotel,Jaipur
DNR502446,3,50.03,16.68,Donor 2447,Restaurant,Hyderabad
DNR502445,3,89.76,29.92,Donor 2446,Restaurant,Bengaluru
DNR504557,3,83.68,27.89,Donor 4558,Hotel,Remote
DNR504555,3,121.91,40.64,Donor 4556,Hotel,Bengaluru
DNR507828,3,104.22,34.74,Donor 7829,Household,Jaipur
DNR507826,3,53.42,17.81,Donor 7827,Hotel,Mumbai
DNR507822,3,70.31,23.44,Donor 7823,Restaurant,Hyderabad
DNR509099,3,72.22,24.07,Donor 9100,Restaurant,Pune
DNR502461,3,76.71,25.57,Donor 2462,Event,Ahmedabad
DNR502458,3,106.4,35.47,Donor 2459,Grocery Store,Hyderabad
DNR502494,3,48.05,16.02,Donor 2495,Event,Chennai
DNR502486,3,30.79,10.26,Donor 2487,Household,Bengaluru
DNR504505,3,67.61,22.54,Donor 4506,Household,Jaipur
DNR504539,3,132.6,44.2,Donor 4540,Household,Pune
DNR504529,3,92.08,30.69,Donor 4530,Household,Pune
DNR502442,3,121.11,40.37,Donor 2443,Household,Bengaluru
DNR502437,3,96.67,32.22,Donor 2438,Hotel,Delhi NCR
DNR502436,3,141.99,47.33,Donor 2437,Cafeteria,Kolkata
DNR510375,3,86.19,28.73,Donor 10376,Hotel,Mumbai
DNR510367,3,32.88,10.96,Donor 10368,Restaurant,Delhi NCR
DNR510365,3,81.02,27.01,Donor 10366,Hotel,Hyderabad
DNR502431,3,91.79,30.6,Donor 2432,Bakery,Chennai
DNR507795,3,82.45,27.48,Donor 7796,Restaurant,Ahmedabad
DNR504462,3,155.27,51.76,Donor 4463,Hotel,Mumbai
DNR502483,3,58.55,19.52,Donor 2484,Hotel,Ahmedabad
DNR502482,3,82.67,27.56,Donor 2483,Restaurant,Remote
DNR502479,3,35.11,11.7,Donor 2480,Household,Ahmedabad
DNR502477,3,66.31,22.1,Donor 2478,Cafeteria,Hyderabad
DNR510345,3,60.44,20.15,Donor 10346,Household,Delhi NCR
DNR510344,3,68.26,22.75,Donor 10345,Household,Jaipur
DNR510339,3,69.56,23.19,Donor 10340,Grocery Store,Pune
DNR510338,3,76.01,25.34,Donor 10339,Restaurant,Kolkata
DNR510336,3,113.66,37.89,Donor 10337,Restaurant,Mumbai
DNR509134,3,95.86,31.95,Donor 9135,Cafeteria,Pune
DNR509129,3,65.06,21.69,Donor 9130,Bakery,Kolkata
DNR504482,3,74.65,24.88,Donor 4483,Household,Mumbai
DNR504481,3,95.02,31.67,Donor 4482,Grocery Store,Chennai
DNR509108,3,56.17,18.72,Donor 9109,Restaurant,Kolkata
DNR509105,3,45.89,15.3,Donor 9106,Restaurant,Kolkata
DNR504447,3,57.79,19.26,Donor 4448,Hotel,Mumbai
DNR507789,3,48.98,16.33,Donor 7790,Restaurant,Kolkata
DNR507784,3,58.05,19.35,Donor 7785,Household,Hyderabad
DNR507781,3,60.66,20.22,Donor 7782,Restaurant,Mumbai
DNR506628,3,76.62,25.54,Donor 6629,Household,Ahmedabad
DNR500588,3,46.53,15.51,Donor 589,Restaurant,Kolkata
DNR500586,3,65.81,21.94,Donor 587,Hotel,Ahmedabad
DNR500583,3,64.7,21.57,Donor 584,Hotel,Kolkata
DNR500582,3,129.54,43.18,Donor 583,Event,Pune
DNR500578,3,56.57,18.86,Donor 579,Restaurant,Mumbai
DNR500611,3,112.74,37.58,Donor 612,Cafeteria,Delhi NCR
DNR500607,3,167.01,55.67,Donor 608,Event,Remote
DNR500600,3,69.7,23.23,Donor 601,Cafeteria,Jaipur
DNR506626,3,56.71,18.9,Donor 6627,Event,Jaipur
DNR506619,3,49.4,16.47,Donor 6620,Cafeteria,Hyderabad
DNR504469,3,51.8,17.27,Donor 4470,Grocery Store,Chennai
DNR510324,3,61.59,20.53,Donor 10325,Cafeteria,Ahmedabad
DNR510323,3,105.46,35.15,Donor 10324,Hotel,Remote
DNR510322,3,63.26,21.09,Donor 10323,Cafeteria,Kolkata
DNR510321,3,66.64,22.21,Donor 10322,Hotel,Mumbai
DNR510320,3,65.69,21.9,Donor 10321,Restaurant,Mumbai
DNR502552,3,97.65,32.55,Donor 2553,Event,Kolkata
DNR504421,3,90.79,30.26,Donor 4422,Restaurant,Kolkata
DNR504420,3,60.91,20.3,Donor 4421,Restaurant,Mumbai
DNR504418,3,146.47,48.82,Donor 4419,Event,Chennai
DNR509145,3,95.5,31.83,Donor 9146,Grocery Store,Ahmedabad
DNR502512,3,173.6,57.87,Donor 2513,Event,Chennai
DNR502509,3,75.29,25.1,Donor 2510,Hotel,Kolkata
DNR502508,3,61.84,20.61,Donor 2509,Household,Remote
DNR502501,3,69.47,23.16,Donor 2502,Restaurant,Chennai
DNR502518,3,51.74,17.25,Donor 2519,Grocery Store,Mumbai
DNR504456,3,62.77,20.92,Donor 4457,Cafeteria,Remote
DNR504404,3,45.45,15.15,Donor 4405,Cafeteria,Delhi NCR
DNR507775,3,46.72,15.57,Donor 7776,Cafeteria,Jaipur
DNR507763,3,110.95,36.98,Donor 7764,Restaurant,Remote
DNR507760,3,47.4,15.8,Donor 7761,Event,Ahmedabad
DNR511633,3,51.83,17.28,Donor 11634,Grocery Store,Kolkata
DNR511630,3,71.38,23.79,Donor 11631,Household,Jaipur
DNR500593,3,65.37,21.79,Donor 594,Cafeteria,Bengaluru
DNR506652,3,58.14,19.38,Donor 6653,Grocery Store,Kolkata
DNR506651,3,48.8,16.27,Donor 6652,Grocery Store,Hyderabad
DNR506646,3,73.12,24.37,Donor 6647,Restaurant,Remote
DNR506680,3,67.19,22.4,Donor 6681,Household,Bengaluru
DNR506677,3,96.91,32.3,Donor 6678,Household,Kolkata
DNR504437,3,100.43,33.48,Donor 4438,Hotel,Jaipur
DNR504427,3,113.86,37.95,Donor 4428,Restaurant,Delhi NCR
DNR502513,3,75.25,25.08,Donor 2514,Household,Bengaluru
DNR510327,3,85.13,28.38,Donor 10328,Restaurant,Jaipur
DNR504392,3,64.74,21.58,Donor 4393,Restaurant,Delhi NCR
DNR500540,3,68.56,22.85,Donor 541,Restaurant,Ahmedabad
DNR500572,3,57.62,19.21,Donor 573,Grocery Store,Hyderabad
DNR500571,3,79.85,26.62,Donor 572,Restaurant,Mumbai
DNR500568,3,45.94,15.31,Donor 569,Hotel,Hyderabad
DNR506659,3,80.16,26.72,Donor 6660,Household,Ahmedabad
DNR507744,3,65.59,21.86,Donor 7745,Bakery,Bengaluru
DNR506698,3,63.92,21.31,Donor 6699,Hotel,Remote
DNR504386,3,93.61,31.2,Donor 4387,Cafeteria,Jaipur
DNR509170,3,81.87,27.29,Donor 9171,Restaurant,Kolkata
DNR502540,3,47.38,15.79,Donor 2541,Household,Hyderabad
DNR502537,3,106.83,35.61,Donor 2538,Cafeteria,Pune
DNR510312,3,73.44,24.48,Donor 10313,Cafeteria,Kolkata
DNR510308,3,76.26,25.42,Donor 10309,Restaurant,Hyderabad
DNR510302,3,57.32,19.11,Donor 10303,Restaurant,Delhi NCR
DNR504416,3,84.78,28.26,Donor 4417,Restaurant,Kolkata
DNR509218,3,44.44,14.81,Donor 9219,Household,Mumbai
DNR509214,3,47.3,15.77,Donor 9215,Household,Mumbai
DNR509211,3,134.4,44.8,Donor 9212,Restaurant,Delhi NCR
DNR509205,3,74.97,24.99,Donor 9206,Restaurant,Mumbai
DNR510277,3,65.45,21.82,Donor 10278,Restaurant,Chennai
DNR510275,3,77.58,25.86,Donor 10276,Bakery,Jaipur
DNR504346,3,59.99,20.0,Donor 4347,Hotel,Jaipur
DNR504370,3,72.48,24.16,Donor 4371,Event,Kolkata
DNR502571,3,131.11,43.7,Donor 2572,Hotel,Chennai
DNR502564,3,69.04,23.01,Donor 2565,Cafeteria,Remote
DNR502592,3,63.95,21.32,Donor 2593,Restaurant,Jaipur
DNR502584,3,45.41,15.14,Donor 2585,Restaurant,Chennai
DNR509190,3,56.76,18.92,Donor 9191,Household,Pune
DNR509186,3,29.88,9.96,Donor 9187,Household,Chennai
DNR504399,3,86.4,28.8,Donor 4400,Cafeteria,Pune
DNR504393,3,99.83,33.28,Donor 4394,Cafeteria,Bengaluru
DNR504305,3,55.15,18.38,Donor 4306,Event,Pune
DNR504340,3,35.86,11.95,Donor 4341,Restaurant,Chennai
DNR504339,3,47.14,15.71,Donor 4340,Hotel,Ahmedabad
DNR500520,3,84.52,28.17,Donor 521,Hotel,Hyderabad
DNR500518,3,65.22,21.74,Donor 519,Household,Mumbai
DNR500517,3,94.51,31.5,Donor 518,Restaurant,Chennai
DNR506697,3,61.57,20.52,Donor 6698,Grocery Store,Mumbai
DNR506693,3,99.02,33.01,Donor 6694,Hotel,Delhi NCR
DNR506689,3,59.67,19.89,Donor 6690,Restaurant,Mumbai
